"";"price";"room_type";"minimum_nights";"reviews_per_month";"neighbourhood_group";"neighbourhood";"within1km";"within5km"
"371";185;"Entire home/apt";3;1,03;"Brooklyn";"Bedford-Stuyvesant";167;1819
"372";750;"Entire home/apt";1;NA;"Manhattan";"West Village";105;1498
"373";49;"Private room";30;0,79;"Manhattan";"Harlem";133;758
"374";225;"Entire home/apt";1;0,08;"Brooklyn";"Clinton Hill";139;2020
"375";265;"Entire home/apt";6;4,16;"Manhattan";"Upper East Side";95;1839
"376";130;"Entire home/apt";2;5,36;"Brooklyn";"Bedford-Stuyvesant";129;1492
"377";63;"Private room";7;NA;"Brooklyn";"Greenpoint";60;2271
"378";425;"Entire home/apt";5;NA;"Manhattan";"Upper West Side";101;1160
"379";100;"Entire home/apt";3;1,98;"Brooklyn";"South Slope";69;1012
"380";150;"Entire home/apt";7;NA;"Brooklyn";"Williamsburg";186;2308
"381";149;"Entire home/apt";1;0,45;"Manhattan";"Greenwich Village";222;1879
"382";105;"Private room";2;0,28;"Brooklyn";"Williamsburg";124;2004
"383";75;"Entire home/apt";2;0,9;"Brooklyn";"Bedford-Stuyvesant";152;1783
"384";150;"Entire home/apt";1;0,36;"Manhattan";"Lower East Side";206;2202
"385";240;"Entire home/apt";2;1,01;"Manhattan";"East Village";215;2117
"386";44;"Private room";4;1,3;"Brooklyn";"Greenpoint";75;2427
"387";100;"Private room";1;0,03;"Manhattan";"Hell's Kitchen";173;1645
"388";311;"Entire home/apt";1;6,21;"Manhattan";"Kips Bay";146;2092
"389";41;"Private room";3;1;"Brooklyn";"Bedford-Stuyvesant";130;1820
"390";130;"Private room";3;1,08;"Brooklyn";"Williamsburg";211;2190
"391";35;"Private room";1;2;"Staten Island";"Concord";7;33
"392";170;"Entire home/apt";3;0,03;"Brooklyn";"Crown Heights";100;1616
"393";70;"Private room";1;1,55;"Manhattan";"Harlem";138;725
"394";47;"Private room";30;0,07;"Brooklyn";"Bushwick";128;1553
"395";60;"Private room";5;0,87;"Manhattan";"East Village";260;2058
"396";199;"Entire home/apt";10;NA;"Manhattan";"Upper West Side";58;1153
"397";44;"Private room";2;0,47;"Brooklyn";"Gowanus";97;1868
"398";90;"Entire home/apt";6;NA;"Queens";"Long Island City";36;1374
"399";51;"Private room";30;0,38;"Manhattan";"East Harlem";118;963
"400";45;"Private room";6;NA;"Bronx";"Kingsbridge";7;97
"401";80;"Entire home/apt";3;0,86;"Brooklyn";"Canarsie";7;118
"402";39;"Shared room";2;0,74;"Manhattan";"Kips Bay";170;2041
"403";472;"Entire home/apt";2;1,41;"Manhattan";"Financial District";97;1399
"404";10;"Private room";1;NA;"Bronx";"Highbridge";17;602
"405";60;"Private room";2;0,05;"Manhattan";"Upper West Side";115;1020
"406";239;"Entire home/apt";5;0,46;"Queens";"Bayside";1;52
"407";39;"Private room";15;NA;"Brooklyn";"Bushwick";92;1362
"408";95;"Entire home/apt";30;0,09;"Brooklyn";"Bedford-Stuyvesant";139;1779
"409";200;"Private room";4;1,23;"Manhattan";"Chelsea";180;1899
"410";200;"Entire home/apt";15;NA;"Manhattan";"West Village";157;1664
"411";100;"Private room";1;1,58;"Manhattan";"Harlem";96;705
"412";50;"Private room";5;NA;"Brooklyn";"Williamsburg";256;2315
"413";140;"Entire home/apt";2;2;"Manhattan";"Upper East Side";67;1667
"414";149;"Entire home/apt";2;2,22;"Brooklyn";"Midwood";8;259
"415";165;"Entire home/apt";4;0,05;"Manhattan";"Upper West Side";95;1122
"416";62;"Private room";1;3,38;"Queens";"Astoria";61;669
"417";90;"Entire home/apt";30;0,67;"Manhattan";"Harlem";119;688
"418";400;"Entire home/apt";1;NA;"Manhattan";"Midtown";136;1670
"419";300;"Entire home/apt";1;0,03;"Brooklyn";"Greenpoint";74;2392
"420";180;"Entire home/apt";3;0,53;"Brooklyn";"Carroll Gardens";56;1485
"421";185;"Entire home/apt";1;0,19;"Brooklyn";"Greenpoint";59;2284
"422";300;"Entire home/apt";2;0,18;"Manhattan";"Hell's Kitchen";218;1600
"423";160;"Entire home/apt";1;5,81;"Brooklyn";"Park Slope";65;1150
"424";145;"Private room";4;NA;"Brooklyn";"South Slope";67;1060
"425";85;"Entire home/apt";3;0,64;"Brooklyn";"Crown Heights";125;1875
"426";59;"Private room";1;2,23;"Brooklyn";"Bedford-Stuyvesant";129;1501
"427";400;"Entire home/apt";5;NA;"Manhattan";"Chelsea";157;1833
"428";250;"Entire home/apt";1;0,9;"Manhattan";"East Harlem";98;942
"429";110;"Private room";1;2,51;"Brooklyn";"Williamsburg";289;2520
"430";53;"Private room";1;13,15;"Queens";"Jamaica";8;94
"431";89;"Private room";1;0,3;"Brooklyn";"Bedford-Stuyvesant";131;2053
"432";22;"Private room";1;2,1;"Queens";"Rosedale";5;25
"433";199;"Entire home/apt";1;0,68;"Manhattan";"Upper West Side";107;1098
"434";140;"Entire home/apt";6;NA;"Brooklyn";"Bedford-Stuyvesant";154;1767
"435";70;"Private room";1;0,49;"Brooklyn";"Park Slope";73;1250
"436";799;"Entire home/apt";3;0,66;"Manhattan";"Tribeca";124;1728
"437";149;"Entire home/apt";1;5;"Queens";"East Elmhurst";11;282
"438";160;"Entire home/apt";2;0,02;"Manhattan";"Gramercy";209;2032
"439";157;"Entire home/apt";2;0,18;"Brooklyn";"Fort Greene";124;2235
"440";160;"Entire home/apt";2;1,27;"Brooklyn";"Red Hook";12;784
"441";75;"Private room";1;1,08;"Brooklyn";"Greenpoint";77;2399
"442";95;"Private room";5;2,24;"Brooklyn";"Williamsburg";189;2250
"443";70;"Private room";4;0,22;"Brooklyn";"Bedford-Stuyvesant";161;1883
"444";150;"Entire home/apt";1;0,04;"Brooklyn";"South Slope";68;1117
"445";1500;"Private room";1;NA;"Brooklyn";"Brooklyn Heights";34;1854
"446";95;"Private room";3;1,28;"Brooklyn";"Fort Greene";83;2304
"447";649;"Entire home/apt";1;0,4;"Manhattan";"NoHo";308;2034
"448";499;"Entire home/apt";4;4,62;"Manhattan";"Chinatown";224;2011
"449";170;"Entire home/apt";30;0,22;"Manhattan";"West Village";147;1602
"450";120;"Entire home/apt";2;1,24;"Manhattan";"West Village";160;1637
"451";54;"Private room";2;1,17;"Brooklyn";"Clinton Hill";87;2369
"452";60;"Private room";1;0,02;"Manhattan";"Hell's Kitchen";200;1547
"453";60;"Private room";30;NA;"Manhattan";"Upper West Side";128;1102
"454";45;"Private room";1;0,4;"Brooklyn";"Williamsburg";165;2261
"455";46;"Private room";1;0,16;"Queens";"Woodside";23;529
"456";290;"Entire home/apt";4;0,83;"Manhattan";"Midtown";117;1971
"457";178;"Entire home/apt";1;5,28;"Manhattan";"Chinatown";160;1926
"458";120;"Private room";7;NA;"Brooklyn";"South Slope";69;1040
"459";128;"Entire home/apt";3;4,01;"Queens";"Jackson Heights";17;325
"460";185;"Entire home/apt";30;NA;"Manhattan";"Hell's Kitchen";204;1538
"461";169;"Private room";5;0,51;"Manhattan";"Theater District";229;1658
"462";77;"Private room";2;NA;"Brooklyn";"Bedford-Stuyvesant";133;2009
"463";50;"Private room";2;NA;"Bronx";"Longwood";2;551
"464";150;"Entire home/apt";1;NA;"Manhattan";"Upper East Side";76;1347
"465";163;"Private room";1;0,64;"Manhattan";"Upper West Side";87;1004
"466";110;"Private room";2;0,65;"Manhattan";"Midtown";124;2022
"467";65;"Private room";4;0,05;"Manhattan";"Washington Heights";53;505
"468";132;"Entire home/apt";4;0,1;"Manhattan";"Chelsea";133;1659
"469";50;"Private room";3;NA;"Queens";"Woodhaven";8;138
"470";80;"Private room";1;5,51;"Manhattan";"Two Bridges";99;1992
"471";60;"Private room";30;NA;"Manhattan";"Upper West Side";128;1092
"472";150;"Entire home/apt";7;NA;"Brooklyn";"Greenpoint";110;2386
"473";189;"Entire home/apt";29;0,09;"Manhattan";"Murray Hill";140;2099
"474";100;"Shared room";4;NA;"Brooklyn";"East New York";7;719
"475";50;"Private room";1;3,77;"Queens";"Richmond Hill";3;115
"476";100;"Entire home/apt";2;3,85;"Manhattan";"Harlem";121;742
"477";55;"Private room";2;3,43;"Brooklyn";"Bedford-Stuyvesant";53;1243
"478";90;"Private room";1;6,79;"Manhattan";"East Village";241;2121
"479";28;"Private room";1;2,65;"Bronx";"Westchester Square";4;57
"480";139;"Entire home/apt";30;0,07;"Manhattan";"Murray Hill";159;1919
"481";229;"Entire home/apt";3;0,46;"Brooklyn";"Park Slope";79;1410
"482";180;"Entire home/apt";3;0,86;"Manhattan";"Upper East Side";91;1389
"483";200;"Entire home/apt";3;0,03;"Manhattan";"Greenwich Village";196;1783
"484";50;"Private room";1;1,84;"Bronx";"Concourse";12;630
"485";37;"Private room";2;2,84;"Brooklyn";"Flatlands";7;227
"486";100;"Private room";3;2,43;"Manhattan";"Morningside Heights";84;848
"487";100;"Entire home/apt";3;2;"Brooklyn";"Bedford-Stuyvesant";140;1781
"488";159;"Private room";1;1;"Manhattan";"Hell's Kitchen";162;1575
"489";110;"Entire home/apt";6;0,41;"Brooklyn";"Kensington";26;725
"490";156;"Entire home/apt";31;0,39;"Brooklyn";"Cobble Hill";49;1528
"491";150;"Entire home/apt";5;NA;"Queens";"Long Island City";25;1938
"492";100;"Entire home/apt";1;0,09;"Manhattan";"Harlem";152;1010
"493";100;"Entire home/apt";8;0,48;"Brooklyn";"Park Slope";80;1590
"494";70;"Private room";1;3,18;"Queens";"Flushing";19;94
"495";149;"Entire home/apt";2;0,83;"Brooklyn";"Williamsburg";151;1913
"496";240;"Entire home/apt";30;NA;"Manhattan";"Theater District";226;1653
"497";58;"Entire home/apt";30;0,26;"Brooklyn";"Bedford-Stuyvesant";151;1850
"498";50;"Private room";3;NA;"Queens";"Ditmars Steinway";58;809
"499";105;"Entire home/apt";2;0,82;"Brooklyn";"Williamsburg";194;2525
"500";125;"Private room";2;4,06;"Manhattan";"Lower East Side";174;2127
"501";95;"Private room";2;NA;"Brooklyn";"Sunset Park";18;252
"502";135;"Private room";1;0,15;"Queens";"Briarwood";11;132
"503";134;"Entire home/apt";1;2,96;"Manhattan";"Hell's Kitchen";231;1609
"504";800;"Entire home/apt";3;NA;"Manhattan";"Nolita";285;2025
"505";85;"Private room";1;0,77;"Brooklyn";"Crown Heights";136;1803
"506";69;"Private room";15;NA;"Brooklyn";"Williamsburg";186;2416
"507";75;"Private room";3;1,55;"Bronx";"Edenwald";5;38
"508";65;"Private room";3;0,9;"Manhattan";"Inwood";34;291
"509";132;"Entire home/apt";3;1,03;"Brooklyn";"Bedford-Stuyvesant";124;2231
"510";139;"Entire home/apt";1;5,06;"Brooklyn";"Williamsburg";218;2255
"511";160;"Entire home/apt";2;5,46;"Brooklyn";"Williamsburg";192;2175
"512";35;"Private room";1;4,36;"Manhattan";"Washington Heights";87;638
"513";60;"Private room";1;2,7;"Brooklyn";"Fort Greene";68;2325
"514";225;"Entire home/apt";1;9,58;"Queens";"Ditmars Steinway";36;609
"515";170;"Entire home/apt";3;0,81;"Brooklyn";"Prospect-Lefferts Gardens";50;1281
"516";60;"Private room";2;NA;"Manhattan";"Hell's Kitchen";196;1581
"517";236;"Entire home/apt";1;0,71;"Manhattan";"Flatiron District";163;1989
"518";147;"Entire home/apt";7;0,78;"Manhattan";"Washington Heights";43;380
"519";60;"Shared room";1;3,31;"Manhattan";"Upper West Side";76;1291
"520";150;"Entire home/apt";1;0,67;"Manhattan";"Harlem";123;664
"521";140;"Entire home/apt";5;0,1;"Brooklyn";"Clinton Hill";128;2297
"522";50;"Private room";7;1;"Brooklyn";"Bushwick";147;1561
"523";160;"Entire home/apt";4;1,96;"Manhattan";"Chinatown";207;2083
"524";147;"Private room";1;1,62;"Manhattan";"Financial District";94;1625
"525";48;"Private room";30;NA;"Brooklyn";"Fort Greene";53;2313
"526";180;"Private room";3;4,58;"Manhattan";"Hell's Kitchen";168;1527
"527";358;"Private room";1;2;"Manhattan";"Midtown";178;1676
"528";85;"Entire home/apt";2;0,09;"Brooklyn";"Prospect-Lefferts Gardens";79;1199
"529";300;"Entire home/apt";7;1,79;"Manhattan";"Chinatown";173;2023
"530";65;"Private room";2;2,34;"Manhattan";"Harlem";141;911
"531";98;"Entire home/apt";8;0,1;"Brooklyn";"Greenpoint";199;2431
"532";200;"Entire home/apt";3;0,16;"Brooklyn";"Carroll Gardens";59;1660
"533";60;"Private room";2;0,03;"Brooklyn";"Williamsburg";59;2471
"534";28;"Private room";1;0,02;"Manhattan";"Washington Heights";40;342
"535";240;"Entire home/apt";1;0,03;"Manhattan";"Chelsea";127;1662
"536";180;"Entire home/apt";2;3,34;"Brooklyn";"Williamsburg";259;2499
"537";490;"Entire home/apt";3;0,02;"Manhattan";"Chelsea";156;1730
"538";155;"Entire home/apt";3;0,61;"Bronx";"Longwood";0;383
"539";144;"Entire home/apt";3;0,02;"Brooklyn";"Fort Greene";68;2180
"540";25;"Private room";1;9,23;"Queens";"Jamaica";4;94
"541";200;"Entire home/apt";3;0,54;"Brooklyn";"Clinton Hill";147;2163
"542";125;"Private room";2;0,6;"Brooklyn";"Crown Heights";98;1511
"543";45;"Private room";1;0,75;"Queens";"Ditmars Steinway";44;790
"544";99;"Private room";1;0,16;"Manhattan";"Roosevelt Island";56;1563
"545";190;"Entire home/apt";30;NA;"Manhattan";"Midtown";102;2088
"546";165;"Entire home/apt";3;2,31;"Brooklyn";"Bedford-Stuyvesant";167;1783
"547";80;"Private room";2;2,69;"Manhattan";"Harlem";87;704
"548";120;"Entire home/apt";1;3,37;"Queens";"Woodside";21;633
"549";62;"Private room";9;NA;"Queens";"Ditmars Steinway";21;560
"550";60;"Private room";5;0,96;"Brooklyn";"Bushwick";170;1634
"551";225;"Entire home/apt";3;1,01;"Brooklyn";"Downtown Brooklyn";57;2060
"552";95;"Private room";2;0,06;"Queens";"Flushing";6;78
"553";200;"Entire home/apt";2;NA;"Brooklyn";"Greenpoint";61;2360
"554";61;"Private room";60;0,09;"Brooklyn";"Fort Greene";128;2138
"555";89;"Private room";1;1,99;"Queens";"Long Island City";25;2103
"556";50;"Private room";3;1;"Queens";"Jackson Heights";22;327
"557";49;"Private room";2;1,14;"Staten Island";"West Brighton";4;23
"558";100;"Entire home/apt";7;0,78;"Brooklyn";"Greenpoint";81;2116
"559";129;"Entire home/apt";3;0,93;"Manhattan";"Murray Hill";169;1938
"560";278;"Entire home/apt";2;0,32;"Manhattan";"Murray Hill";169;2022
"561";55;"Private room";4;1,68;"Manhattan";"Inwood";23;254
"562";55;"Private room";3;1,11;"Brooklyn";"Bedford-Stuyvesant";159;1682
"563";58;"Private room";7;NA;"Brooklyn";"Williamsburg";85;1940
"564";105;"Entire home/apt";1;0,08;"Manhattan";"Upper East Side";113;1442
"565";67;"Private room";1;0,05;"Manhattan";"East Harlem";80;1280
"566";67;"Private room";4;NA;"Brooklyn";"Williamsburg";234;2541
"567";70;"Private room";2;NA;"Manhattan";"Harlem";126;835
"568";90;"Entire home/apt";4;NA;"Manhattan";"Washington Heights";79;613
"569";70;"Private room";1;0,21;"Queens";"Bayswater";2;16
"570";100;"Entire home/apt";5;NA;"Brooklyn";"Prospect-Lefferts Gardens";78;1157
"571";299;"Entire home/apt";2;2,31;"Brooklyn";"Bedford-Stuyvesant";113;1695
"572";75;"Private room";1;6,11;"Queens";"Flushing";2;156
"573";299;"Private room";1;NA;"Manhattan";"West Village";150;1611
"574";200;"Private room";2;0,69;"Queens";"Long Island City";33;1238
"575";120;"Entire home/apt";5;0,07;"Manhattan";"Morningside Heights";117;875
"576";200;"Entire home/apt";2;0,59;"Brooklyn";"Carroll Gardens";29;1010
"577";35;"Private room";4;0,77;"Staten Island";"Arrochar";5;30
"578";90;"Entire home/apt";2;0,82;"Queens";"Astoria";68;685
"579";208;"Entire home/apt";1;0,3;"Manhattan";"Midtown";172;1930
"580";110;"Entire home/apt";1;3,39;"Manhattan";"East Village";226;2058
"581";99;"Entire home/apt";2;1,16;"Brooklyn";"Bedford-Stuyvesant";141;1613
"582";62;"Private room";1;2,21;"Manhattan";"Harlem";133;882
"583";65;"Private room";30;0,31;"Brooklyn";"Crown Heights";109;1726
"584";108;"Private room";2;1,18;"Manhattan";"East Village";287;2233
"585";125;"Entire home/apt";2;4,01;"Brooklyn";"Canarsie";4;484
"586";225;"Entire home/apt";1;NA;"Manhattan";"Chelsea";180;1851
"587";50;"Private room";14;0,06;"Queens";"Ditmars Steinway";53;647
"588";10;"Private room";1;2;"Brooklyn";"Bushwick";157;1563
"589";149;"Entire home/apt";30;0,1;"Brooklyn";"Greenpoint";66;2130
"590";258;"Entire home/apt";30;NA;"Manhattan";"Murray Hill";137;2098
"591";70;"Private room";3;NA;"Bronx";"Edenwald";5;40
"592";104;"Private room";2;0,07;"Manhattan";"Financial District";91;1459
"593";130;"Entire home/apt";2;4,19;"Queens";"Jamaica";2;114
"594";95;"Private room";1;0,03;"Manhattan";"Gramercy";167;2068
"595";100;"Entire home/apt";4;0,09;"Manhattan";"Upper West Side";69;1238
"596";75;"Private room";2;NA;"Brooklyn";"Bedford-Stuyvesant";99;2324
"597";130;"Entire home/apt";1;0,86;"Brooklyn";"Flatbush";63;958
"598";150;"Entire home/apt";30;0,12;"Manhattan";"Hell's Kitchen";184;1473
"599";300;"Entire home/apt";3;NA;"Manhattan";"East Harlem";80;1119
"600";50;"Private room";1;6,15;"Queens";"Jamaica";9;78
"601";90;"Private room";21;0,51;"Brooklyn";"Williamsburg";281;2557
"602";98;"Private room";6;0,15;"Manhattan";"Hell's Kitchen";200;1560
"603";135;"Entire home/apt";1;0,11;"Manhattan";"East Harlem";88;1109
"604";53;"Private room";3;0,06;"Manhattan";"East Village";285;2033
"605";49;"Private room";2;0,62;"Brooklyn";"Canarsie";8;178
"606";120;"Entire home/apt";2;NA;"Manhattan";"East Harlem";81;1178
"607";150;"Entire home/apt";4;0,32;"Manhattan";"Midtown";123;2044
"608";215;"Entire home/apt";1;2,16;"Manhattan";"East Village";172;2306
"609";300;"Entire home/apt";3;3,91;"Manhattan";"Washington Heights";35;390
"610";150;"Entire home/apt";60;0,31;"Manhattan";"Upper East Side";118;1470
"611";70;"Private room";2;5,28;"Queens";"Woodhaven";7;205
"612";75;"Private room";2;0,42;"Brooklyn";"Bedford-Stuyvesant";135;2247
"613";125;"Entire home/apt";2;0,68;"Brooklyn";"Windsor Terrace";40;965
"614";65;"Private room";5;0,55;"Manhattan";"Kips Bay";150;2107
"615";330;"Entire home/apt";4;0,18;"Manhattan";"Upper West Side";71;1332
"616";165;"Entire home/apt";30;NA;"Manhattan";"East Village";194;2330
"617";51;"Private room";1;0,02;"Brooklyn";"Williamsburg";144;1977
"618";99;"Entire home/apt";2;0,09;"Manhattan";"Chinatown";224;1984
"619";100;"Entire home/apt";2;0,42;"Queens";"Jackson Heights";22;377
"620";47;"Private room";1;0,11;"Manhattan";"Roosevelt Island";39;1685
"621";50;"Private room";1;2,41;"Bronx";"Throgs Neck";1;32
"622";399;"Entire home/apt";3;NA;"Manhattan";"Midtown";118;2097
"623";55;"Private room";3;1,16;"Brooklyn";"Flatbush";46;742
"624";65;"Private room";3;1,29;"Queens";"Ridgewood";59;1407
"625";199;"Entire home/apt";30;0,08;"Manhattan";"Midtown";169;2047
"626";200;"Entire home/apt";2;3,68;"Manhattan";"East Village";276;2242
"627";115;"Entire home/apt";7;0,39;"Manhattan";"East Village";235;2154
"628";86;"Private room";2;2,34;"Brooklyn";"Williamsburg";231;2536
"629";175;"Entire home/apt";1;1,44;"Manhattan";"East Village";219;2248
"630";300;"Entire home/apt";3;0,19;"Manhattan";"Chelsea";90;1540
"631";250;"Entire home/apt";30;0,07;"Manhattan";"Upper East Side";86;1360
"632";21;"Shared room";1;1,64;"Queens";"Elmhurst";12;292
"633";42;"Private room";7;0,94;"Queens";"Rosedale";5;29
"634";175;"Entire home/apt";1;2,98;"Brooklyn";"Clinton Hill";147;2151
"635";37;"Private room";1;NA;"Queens";"Woodhaven";7;350
"636";65;"Private room";2;1,29;"Brooklyn";"Bedford-Stuyvesant";143;2166
"637";105;"Private room";1;3,87;"Brooklyn";"Fort Greene";87;2292
"638";150;"Entire home/apt";1;4,55;"Manhattan";"Kips Bay";157;2069
"639";233;"Entire home/apt";30;NA;"Manhattan";"Upper East Side";119;1475
"640";150;"Entire home/apt";3;NA;"Brooklyn";"Williamsburg";174;2508
"641";65;"Entire home/apt";3;NA;"Manhattan";"Inwood";33;273
"642";262;"Entire home/apt";30;NA;"Manhattan";"Financial District";93;1445
"643";134;"Entire home/apt";1;5,08;"Manhattan";"Hell's Kitchen";142;1560
"644";70;"Private room";3;2,32;"Brooklyn";"Bushwick";111;1399
"645";80;"Private room";1;1;"Bronx";"Highbridge";38;631
"646";40;"Private room";3;1;"Brooklyn";"Bushwick";161;1565
"647";35;"Private room";1;0,7;"Bronx";"Parkchester";1;108
"648";85;"Private room";2;5;"Staten Island";"Tompkinsville";6;44
"649";95;"Entire home/apt";2;1,97;"Brooklyn";"East Flatbush";36;786
"650";195;"Entire home/apt";3;0,02;"Manhattan";"Upper West Side";70;1305
"651";175;"Private room";2;1,52;"Brooklyn";"East Flatbush";9;435
"652";220;"Entire home/apt";3;0,52;"Brooklyn";"Prospect Heights";132;2027
"653";105;"Entire home/apt";2;0,08;"Manhattan";"Harlem";130;741
"654";99;"Entire home/apt";30;0,13;"Manhattan";"Lower East Side";245;2111
"655";400;"Entire home/apt";30;NA;"Manhattan";"East Village";218;2190
"656";152;"Entire home/apt";30;0,38;"Manhattan";"Midtown";156;1796
"657";44;"Private room";31;NA;"Brooklyn";"Bushwick";131;1503
"658";189;"Entire home/apt";5;2,17;"Brooklyn";"Boerum Hill";72;1937
"659";70;"Private room";4;1,24;"Manhattan";"Harlem";148;1042
"660";90;"Private room";2;0,03;"Brooklyn";"Williamsburg";178;2116
"661";59;"Private room";2;0,47;"Brooklyn";"East Flatbush";36;848
"662";190;"Private room";2;NA;"Brooklyn";"Williamsburg";252;2569
"663";120;"Entire home/apt";2;0,17;"Brooklyn";"South Slope";66;967
"664";550;"Entire home/apt";1;NA;"Manhattan";"Harlem";147;969
"665";150;"Entire home/apt";4;NA;"Manhattan";"Upper East Side";95;1401
"666";190;"Entire home/apt";1;0,51;"Manhattan";"Midtown";113;2057
"667";500;"Entire home/apt";2;2,31;"Manhattan";"West Village";149;1616
"668";45;"Private room";2;4,59;"Brooklyn";"Sunset Park";32;818
"669";280;"Entire home/apt";2;NA;"Brooklyn";"Bushwick";163;1577
"670";3000;"Entire home/apt";1;0,15;"Manhattan";"Gramercy";167;2007
"671";200;"Entire home/apt";30;NA;"Manhattan";"Upper East Side";100;1900
"672";89;"Private room";1;6,65;"Manhattan";"Upper East Side";99;1405
"673";349;"Entire home/apt";1;NA;"Brooklyn";"Greenpoint";64;2358
"674";52;"Private room";1;3,59;"Brooklyn";"Bushwick";169;1623
"675";65;"Private room";1;0,03;"Manhattan";"Harlem";117;779
"676";65;"Private room";3;1,65;"Manhattan";"Washington Heights";67;601
